"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Norway","NOR","2021","98.980","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Norway","NOR","2017","98.190","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Norway","NOR","2014","99.360","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Pakistan","PAK","2021","23.650","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Pakistan","PAK","2017","29.220","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Pakistan","PAK","2014","14.830","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Panama","PAN","2021","35.880","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Panama","PAN","2017","40.280","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Panama","PAN","2014","36.400","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Paraguay","PRY","2021","51.790","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Paraguay","PRY","2017","46.660","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Peru","PER","2021","54.460","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Peru","PER","2017","41.700","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Peru","PER","2014","28.090","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Philippines","PHL","2021","47.880","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Philippines","PHL","2017","23.440","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Philippines","PHL","2014","16.980","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Poland","POL","2021","94.040","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Poland","POL","2017","81.470","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Poland","POL","2014","70.380","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Portugal","PRT","2021","93.340","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Portugal","PRT","2017","88.550","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Portugal","PRT","2014","79.400","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Puerto Rico","PRI","2014","68.140","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Romania","ROU","2021","65.740","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Romania","ROU","2017","49.510","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Romania","ROU","2014","48.390","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Russian Federation","RUS","2021","87.030","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Russian Federation","RUS","2017","70.740","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Russian Federation","RUS","2014","55.500","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Rwanda","RWA","2017","45.080","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Rwanda","RWA","2014","33.860","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Saudi Arabia","SAU","2021","80.730","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Saudi Arabia","SAU","2017","73.720","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Saudi Arabia","SAU","2014","60.500","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Senegal","SEN","2021","59.270","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Senegal","SEN","2017","43.880","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Senegal","SEN","2014","15.670","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Serbia","SRB","2021","86.020","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Serbia","SRB","2017","67.970","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Serbia","SRB","2014","65.170","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sierra Leone","SLE","2021","31.430","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sierra Leone","SLE","2017","19.270","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sierra Leone","SLE","2014","17.590","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Singapore","SGP","2021","96.760","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Singapore","SGP","2017","91.520","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Singapore","SGP","2014","92.010","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Slovak Republic","SVK","2021","96.220","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Slovak Republic","SVK","2017","82.420","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Slovak Republic","SVK","2014","72.210","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Slovenia","SVN","2021","98.830","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Slovenia","SVN","2017","97.590","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Slovenia","SVN","2014","92.040","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Somalia","SOM","2014","43.470","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","South Africa","ZAF","2021","79.450","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","South Africa","ZAF","2017","59.010","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","South Africa","ZAF","2014","64.380","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","South Sudan","SSD","2021","6.650","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","South Sudan","SSD","2017","10.720","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Spain","ESP","2021","98.900","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Spain","ESP","2017","93.810","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Spain","ESP","2014","94.610","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sri Lanka","LKA","2021","63.210","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sri Lanka","LKA","2017","50.660","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sri Lanka","LKA","2014","27.110","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sudan","SDN","2014","15.460","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sweden","SWE","2021","99.390","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sweden","SWE","2017","98.010","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Sweden","SWE","2014","98.900","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Switzerland","CHE","2021","98.410","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Switzerland","CHE","2017","96.430","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Switzerland","CHE","2014","95.680","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Tajikistan","TJK","2021","32.650","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Tajikistan","TJK","2017","48.490","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Tajikistan","TJK","2014","10.660","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Tanzania","TZA","2021","56.550","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Tanzania","TZA","2017","48.430","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Tanzania","TZA","2014","42.090","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Thailand","THA","2021","96.170","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Thailand","THA","2017","62.410","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Thailand","THA","2014","43.420","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Togo","TGO","2021","48.770","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Togo","TGO","2017","39.560","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Togo","TGO","2014","10.470","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Trinidad and Tobago","TTO","2017","73.150","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Tunisia","TUN","2021","34.500","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Tunisia","TUN","2017","37.780","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Tunisia","TUN","2014","21.320","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Turkiye","TUR","2021","79.990","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Turkiye","TUR","2017","77.300","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Turkiye","TUR","2014","60.610","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Turkmenistan","TKM","2017","39.630","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Uganda","UGA","2021","63.280","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Uganda","UGA","2017","62.190","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Uganda","UGA","2014","48.080","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ukraine","UKR","2021","85.510","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ukraine","UKR","2017","62.610","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Ukraine","UKR","2014","49.500","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","United Arab Emirates","ARE","2021","76.640","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","United Arab Emirates","ARE","2017","90.210","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","United Arab Emirates","ARE","2014","83.080","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","United Kingdom","GBR","2021","99.050","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","United Kingdom","GBR","2017","96.160","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","United Kingdom","GBR","2014","97.850","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","United States","USA","2021","90.200","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","United States","USA","2017","91.370","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","United States","USA","2014","90.360","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Uruguay","URY","2021","66.940","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Uruguay","URY","2017","62.690","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Uruguay","URY","2014","44.570","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Uzbekistan","UZB","2021","48.450","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Uzbekistan","UZB","2017","35.900","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Uzbekistan","UZB","2014","39.350","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Venezuela, RB","VEN","2021","86.930","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Venezuela, RB","VEN","2017","72.370","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Venezuela, RB","VEN","2014","53.760","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Viet Nam","VNM","2022","48.410","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Viet Nam","VNM","2017","22.460","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Viet Nam","VNM","2014","21.200","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","West Bank and Gaza","PSE","2021","27.190","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","West Bank and Gaza","PSE","2017","20.760","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","West Bank and Gaza","PSE","2014","18.090","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Yemen, Rep.","YEM","2022","14.120","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Yemen, Rep.","YEM","2014","7.360","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Zambia","ZMB","2021","49.170","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Zambia","ZMB","2017","42.800","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Zambia","ZMB","2014","30.790","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Zimbabwe","ZWE","2021","63.520","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Zimbabwe","ZWE","2017","56.720","male"
"Made or received a digital payment, male (% age 15+)","g20.t.d.2","Zimbabwe","ZWE","2014","33.830","male"
"Made or received a digital payment (% age 15+)","g20.t.d","Arab World","ARB","2021","32.450","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Arab World","ARB","2017","26.150","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Arab World","ARB","2014","21.020","total"
"Made or received a digital payment (% age 15+)","g20.t.d","East Asia & Pacific","EAS","2021","78.420","total"
"Made or received a digital payment (% age 15+)","g20.t.d","East Asia & Pacific","EAS","2017","61.290","total"
"Made or received a digital payment (% age 15+)","g20.t.d","East Asia & Pacific","EAS","2014","47.810","total"
"Made or received a digital payment (% age 15+)","g20.t.d","East Asia & Pacific (excluding high income)","EAP","2021","76.100","total"
"Made or received a digital payment (% age 15+)","g20.t.d","East Asia & Pacific (excluding high income)","EAP","2017","57.320","total"
"Made or received a digital payment (% age 15+)","g20.t.d","East Asia & Pacific (excluding high income)","EAP","2014","42.780","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Euro area","EMU","2021","97.440","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Euro area","EMU","2017","92.450","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Euro area","EMU","2014","88.370","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Europe & Central Asia","ECS","2021","87.250","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Europe & Central Asia","ECS","2017","77.850","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Europe & Central Asia","ECS","2014","70.750","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Europe & Central Asia (excluding high income)","ECA","2021","73.830","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Europe & Central Asia (excluding high income)","ECA","2017","60.170","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Europe & Central Asia (excluding high income)","ECA","2014","49.070","total"
"Made or received a digital payment (% age 15+)","g20.t.d","High income","HIC","2021","94.600","total"
"Made or received a digital payment (% age 15+)","g20.t.d","High income","HIC","2017","90.480","total"
"Made or received a digital payment (% age 15+)","g20.t.d","High income","HIC","2014","87.580","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Latin America & Caribbean","LCN","2021","65.910","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Latin America & Caribbean","LCN","2017","45.880","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Latin America & Caribbean","LCN","2014","43.590","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Latin America & Caribbean (excluding high income)","LAC","2021","65.080","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Latin America & Caribbean (excluding high income)","LAC","2017","45.100","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Latin America & Caribbean (excluding high income)","LAC","2014","43.090","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Low & middle income","LMY","2021","56.810","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Low & middle income","LMY","2017","43.640","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Low & middle income","LMY","2014","34.590","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Low income","LIC","2021","35.410","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Low income","LIC","2017","22.470","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Low income","LIC","2014","12.450","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lower middle income","LMC","2021","38.270","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lower middle income","LMC","2017","30.810","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Lower middle income","LMC","2014","23.850","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Middle East & North Africa","MEA","2021","45.740","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Middle East & North Africa","MEA","2017","37.660","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Middle East & North Africa (excluding high income)","MNA","2021","40.220","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Middle East & North Africa (excluding high income)","MNA","2017","33.270","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Middle income","MIC","2021","57.460","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Middle income","MIC","2017","44.910","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Middle income","MIC","2014","35.970","total"
"Made or received a digital payment (% age 15+)","g20.t.d","North America","NAC","2021","93.540","total"
"Made or received a digital payment (% age 15+)","g20.t.d","North America","NAC","2017","91.810","total"
"Made or received a digital payment (% age 15+)","g20.t.d","North America","NAC","2014","92.520","total"
"Made or received a digital payment (% age 15+)","g20.t.d","OECD members","OED","2021","95.650","total"
"Made or received a digital payment (% age 15+)","g20.t.d","OECD members","OED","2017","91.900","total"
"Made or received a digital payment (% age 15+)","g20.t.d","OECD members","OED","2014","89.140","total"
"Made or received a digital payment (% age 15+)","g20.t.d","South Asia","SAS","2021","33.700","total"
"Made or received a digital payment (% age 15+)","g20.t.d","South Asia","SAS","2017","27.810","total"
"Made or received a digital payment (% age 15+)","g20.t.d","South Asia","SAS","2014","19.230","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sub-Saharan Africa","SSF","2021","49.520","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sub-Saharan Africa","SSF","2017","34.340","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sub-Saharan Africa","SSF","2014","27.760","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sub-Saharan Africa (excluding high income)","SSA","2021","49.520","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sub-Saharan Africa (excluding high income)","SSA","2017","34.340","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Sub-Saharan Africa (excluding high income)","SSA","2014","27.760","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Upper middle income","UMC","2021","80.430","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Upper middle income","UMC","2017","60.930","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Upper middle income","UMC","2014","48.180","total"
"Made or received a digital payment (% age 15+)","g20.t.d","World","WLD","2021","64.110","total"
"Made or received a digital payment (% age 15+)","g20.t.d","World","WLD","2017","52.100","total"
"Made or received a digital payment (% age 15+)","g20.t.d","World","WLD","2014","44.350","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Afghanistan","AFG","2021","7.880","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Afghanistan","AFG","2017","10.830","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Afghanistan","AFG","2014","5.570","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Albania","ALB","2021","34.550","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Albania","ALB","2017","28.820","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Albania","ALB","2014","22.460","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Algeria","DZA","2021","33.740","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Algeria","DZA","2017","25.980","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Algeria","DZA","2014","27.820","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Angola","AGO","2014","25.040","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Argentina","ARG","2021","65.020","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Argentina","ARG","2017","40.180","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Argentina","ARG","2014","39.550","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Armenia","ARM","2021","47.470","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Armenia","ARM","2017","41.520","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Armenia","ARM","2014","12.270","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Australia","AUS","2021","98.950","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Australia","AUS","2017","95.860","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Australia","AUS","2014","97.360","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Austria","AUT","2021","99.300","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Austria","AUT","2017","96.120","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Austria","AUT","2014","93.630","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Azerbaijan","AZE","2022","42.550","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Azerbaijan","AZE","2017","24.580","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Azerbaijan","AZE","2014","20.420","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bahrain","BHR","2017","77.260","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bahrain","BHR","2014","70.150","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bangladesh","BGD","2021","45.260","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bangladesh","BGD","2017","34.110","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bangladesh","BGD","2014","7.680","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Belarus","BLR","2017","78.650","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Belarus","BLR","2014","66.390","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Belgium","BEL","2021","97.410","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Belgium","BEL","2017","97.060","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Belgium","BEL","2014","96.050","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Belize","BLZ","2014","28.140","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Benin","BEN","2021","43.690","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Benin","BEN","2017","28.480","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Benin","BEN","2014","8.200","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bhutan","BTN","2014","17.230","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bolivia","BOL","2021","55.450","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bolivia","BOL","2017","40.020","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bolivia","BOL","2014","28.470","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bosnia and Herzegovina","BIH","2021","66.520","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bosnia and Herzegovina","BIH","2017","50.270","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bosnia and Herzegovina","BIH","2014","33.080","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Botswana","BWA","2022","51.780","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Botswana","BWA","2017","41.810","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Botswana","BWA","2014","45.940","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Brazil","BRA","2021","76.520","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Brazil","BRA","2017","57.860","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Brazil","BRA","2014","58.990","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bulgaria","BGR","2021","75.230","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bulgaria","BGR","2017","64.920","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Bulgaria","BGR","2014","51.760","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Burkina Faso","BFA","2021","33.290","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Burkina Faso","BFA","2017","38.920","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Burkina Faso","BFA","2014","8.490","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Burundi","BDI","2014","4.320","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Cambodia","KHM","2021","26.080","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Cambodia","KHM","2017","15.570","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Cambodia","KHM","2014","17.650","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Cameroon","CMR","2021","49.850","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Cameroon","CMR","2017","28.580","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Cameroon","CMR","2014","7.740","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Canada","CAN","2021","98.350","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Canada","CAN","2017","97.850","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Canada","CAN","2014","96.940","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Central African Republic","CAF","2017","9.260","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Chad","TCD","2022","18.130","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Chad","TCD","2017","19.040","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Chad","TCD","2014","10.040","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Chile","CHL","2021","84.290","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Chile","CHL","2017","65.380","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Chile","CHL","2014","54.650","total"
"Made or received a digital payment (% age 15+)","g20.t.d","China","CHN","2021","86.190","total"
"Made or received a digital payment (% age 15+)","g20.t.d","China","CHN","2017","66.590","total"
"Made or received a digital payment (% age 15+)","g20.t.d","China","CHN","2014","49.280","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Colombia","COL","2021","52.110","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Colombia","COL","2017","37.330","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Colombia","COL","2014","32.640","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Comoros","COM","2022","19.810","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Congo, Dem. Rep.","COD","2022","25.930","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Congo, Dem. Rep.","COD","2017","21.720","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Congo, Dem. Rep.","COD","2014","15.470","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Congo, Rep.","COG","2021","44.360","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Congo, Rep.","COG","2017","17.810","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Congo, Rep.","COG","2014","9.450","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Costa Rica","CRI","2021","59.160","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Costa Rica","CRI","2017","59.180","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Costa Rica","CRI","2014","52.530","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Cote d'Ivoire","CIV","2021","47.660","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Cote d'Ivoire","CIV","2017","38.320","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Cote d'Ivoire","CIV","2014","29.760","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Croatia","HRV","2021","87.080","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Croatia","HRV","2017","83.130","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Croatia","HRV","2014","76.080","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Cyprus","CYP","2021","87.190","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Cyprus","CYP","2017","80.140","total"
"Made or received a digital payment (% age 15+)","g20.t.d","Cyprus","CYP","2014","73.780","total"
